"Region","IncidentNumber","Date","Time","Location","Duration","AttendingStations","Result"
"North","F3944754","28/03/2024","10:18:37","SOUTH DUNEDIN DUNEDIN CITY",NA,"Dunedin","7100: FALSE ALARM (MIN)"
"North","F3944778","28/03/2024","10:46:56","PAPANUI CHRISTCHURCH CITY",NA,"Redwood, Christchurch City","7100: FALSE ALARM (SPRNKLR)"
"North","F3944783","28/03/2024","10:50:02","",NA,"Westport","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3944791","28/03/2024","10:55:32","KEKERENGU MARLBOROUGH DISTRICT",NA,"Seddon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3944817","28/03/2024","11:13:29","NORTH EAST VALLEY DUNEDIN CITY",NA,"Willowbank","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3944820","28/03/2024","11:15:41","BURNSIDE CHRISTCHURCH CITY",NA,"Christchurch Airport, Redwood","1300: VEGETATION FIRE (VEG)"
"North","F3944851","28/03/2024","11:43:03","LEESTON SELWYN DISTRICT",NA,"Leeston","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3944863","28/03/2024","11:51:54","BRUCE BAY WESTLAND DISTRICT",NA,"Fox Glacier","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3944897","28/03/2024","12:39:50","WAITAKI BRIDGE WAITAKI DISTRICT",NA,"Glenavy","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3944927","28/03/2024","13:13:56","GLENITI TIMARU DISTRICT",NA,"Washdyke","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3944965","28/03/2024","13:59:41","RICCARTON CHRISTCHURCH CITY",NA,"Christchurch City, Ilam","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3944987","28/03/2024","14:23:12","PARINGA WESTLAND DISTRICT",NA,"Fox Glacier, Haast, Hannahs Clearing","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3944992","28/03/2024","14:31:30","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City, Spreydon","7100: FALSE ALARM (SPRNKLR)"
"North","F3944999","28/03/2024","14:42:35","WESTMORLAND CHRISTCHURCH CITY",NA,"Wigram, Spreydon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945015","28/03/2024","15:08:08","WAIKIWI INVERCARGILL CITY",NA,"Invercargill","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945017","28/03/2024","15:11:29","REIDSTON WAITAKI DISTRICT",NA,"Oamaru, Kakanui, Weston","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"North","F3945024","28/03/2024","15:14:19","HORNBY SOUTH CHRISTCHURCH CITY",NA,"Wigram","7100: FALSE ALARM (STRU)"
"North","F3945061","28/03/2024","16:18:31","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945067","28/03/2024","16:24:22","PEGASUS WAIMAKARIRI DISTRICT",NA,"Woodend, Rangiora","1100: STRUCTURE FIRE (STRU)"
"North","F3945075","28/03/2024","16:30:34","MURCHISON TASMAN DISTRICT",NA,"Murchison, Inangahua","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"North","F3945076","28/03/2024","16:31:46","QUEENSTOWN QUEENSTOWN-LAKES DISTRICT",NA,"Queenstown","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT2)"
"North","F3945078","28/03/2024","16:35:53","NORTH DUNEDIN DUNEDIN CITY",NA,"Willowbank, Dunedin, St Kilda","7100: FALSE ALARM (SPRNKLR)"
"North","F3945079","28/03/2024","16:35:27","SOCKBURN CHRISTCHURCH CITY",NA,"Ilam, Wigram","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945085","28/03/2024","16:43:25","LINCOLN SELWYN DISTRICT",NA,"Lincoln","1100: STRUCTURE FIRE (STRU)"
"North","F3945092","28/03/2024","16:59:32","DUVAUCHELLE CHRISTCHURCH CITY",NA,"Akaroa","7100: FALSE ALARM (HAZGAS)"
"North","F3945099","28/03/2024","17:08:11","CULVERDEN HURUNUI DISTRICT",NA,"Culverden","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945100","28/03/2024","17:10:06","ALEXANDRA CENTRAL OTAGO DISTRICT",NA,"Alexandra","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"North","F3945105","28/03/2024","17:24:52","WEST MELTON SELWYN DISTRICT",NA,"Rolleston, West Melton","7100: FALSE ALARM (VEG)"
"North","F3945129","28/03/2024","18:39:47","CLINTON CLUTHA DISTRICT",NA,"Clinton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945138","28/03/2024","19:04:29","WESTMORLAND CHRISTCHURCH CITY",NA,"Spreydon","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945143","28/03/2024","19:11:54","WOOLSTON CHRISTCHURCH CITY",NA,"Lyttelton","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE)"
"North","F3945152","28/03/2024","19:26:41","WAIMATAITAI TIMARU DISTRICT",NA,"Washdyke, Timaru","7100: FALSE ALARM (STRU)"
"North","F3945169","28/03/2024","20:18:08","INVERCARGILL INVERCARGILL CITY",NA,"Invercargill, Kingswell","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"North","F3945172","28/03/2024","20:27:45","ILAM CHRISTCHURCH CITY",NA,"Ilam","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"North","F3945192","28/03/2024","22:07:14","MCLEANS ISLAND SELWYN DISTRICT",NA,"West Melton, Rolleston","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3945195","28/03/2024","22:21:02","LAKE HAYES QUEENSTOWN-LAKES DISTRICT",NA,"Arrowtown","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945198","28/03/2024","22:39:36","ROSLYN DUNEDIN CITY",NA,"Roslyn, Dunedin, Willowbank","7100: FALSE ALARM (STRU)"
"North","F3945199","28/03/2024","22:40:29","WOOLSTON CHRISTCHURCH CITY",NA,"Woolston","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945200","28/03/2024","22:43:31","SAINT KILDA DUNEDIN CITY",NA,"St Kilda","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3945202","28/03/2024","23:00:09","KAINGA CHRISTCHURCH CITY",NA,"Spencerville","7100: FALSE ALARM (MIN)"
"North","F3943857","27/03/2024","01:04:14","WHAKATANE WHAKATANE DISTRICT",NA,"Whakatane","7100: FALSE ALARM (MIN)"
"North","F3943866","27/03/2024","02:12:14","AVONDALE AUCKLAND",NA,"Avondale","7100: FALSE ALARM (STRU)"
"North","F3943868","27/03/2024","02:18:40","PAPATOETOE AUCKLAND",NA,"Papatoetoe","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3943873","27/03/2024","02:50:30","KAIWAKA KAIPARA DISTRICT",NA,"Kaiwaka","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3943880","27/03/2024","04:11:22","TAUPO TAUPO DISTRICT",NA,"Taupo","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3943886","27/03/2024","05:06:56","TAKANINI AUCKLAND",NA,"Papakura","7100: FALSE ALARM (STRU)"
"North","F3943887","27/03/2024","05:15:47","KAEO FAR NORTH DISTRICT",NA,"Kerikeri","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"North","F3943892","27/03/2024","06:13:08","REMUERA AUCKLAND",NA,"Remuera","7100: FALSE ALARM (MIN)"
"North","F3943893","27/03/2024","06:15:38","CLARKS BEACH AUCKLAND",NA,"Waiau Pa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3943902","27/03/2024","06:51:19","WESLEY AUCKLAND",NA,"Mount Roskill","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT2)"
"North","F3943904","27/03/2024","06:53:58","HONIKIWI OTOROHANGA DISTRICT",NA,"Otorohanga","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT2)"
"North","F3943905","27/03/2024","06:55:44","NEW LYNN AUCKLAND",NA,"Avondale, Glen Eden","7100: FALSE ALARM (SPRNKLR)"
"North","F3943920","27/03/2024","07:17:12","GREEN BAY AUCKLAND",NA,"Avondale, Titirangi","7100: FALSE ALARM (STRU)"
"North","F3943923","27/03/2024","07:28:53","LANGS BEACH WHANGAREI DISTRICT",NA,"Waipu","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3943924","27/03/2024","07:32:02","VICTORIA ROTORUA DISTRICT",NA,"Rotorua","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3943930","27/03/2024","07:46:37","HENDERSON AUCKLAND",NA,"Te Atatu","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCHEVY)"
"North","F3943948","27/03/2024","08:09:40","MURIWAI AUCKLAND",NA,"Kumeu, Muriwai","3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)"
"North","F3943952","27/03/2024","08:15:14","BAYVIEW AUCKLAND",NA,"Takapuna, Albany","1500: MISCELLANEOUS FIRE (STRU)"
"North","F3944007","27/03/2024","09:19:05","TE AWAMUTU WAIPA DISTRICT",NA,"Te Awamutu","1100: STRUCTURE FIRE (STRU)"
"North","F3944018","27/03/2024","09:30:34","SAINT ANDREWS HAMILTON CITY",NA,"Te Rapa","7100: FALSE ALARM (STRU)"
"North","F3944030","27/03/2024","09:40:49","STANMORE BAY AUCKLAND",NA,"Silverdale","7100: FALSE ALARM (MIN)"
"North","F3944062","27/03/2024","10:11:08","WAIKATO HOSPITAL HAMILTON CITY",NA,"Hamilton","7100: FALSE ALARM (STRU)"
"North","F3944075","27/03/2024","10:22:14","HENDERSON VALLEY AUCKLAND",NA,"Henderson","7100: FALSE ALARM (STRU)"
"North","F3944083","27/03/2024","10:28:13","REMUERA AUCKLAND",NA,"Remuera","7100: FALSE ALARM (MIN)"
"North","F3944085","27/03/2024","10:28:32","TIRAU SOUTH WAIKATO DISTRICT",NA,"Tirau","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3944093","27/03/2024","10:33:36","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Grey Lynn, Parnell","7100: FALSE ALARM (STRU)"
"North","F3944097","27/03/2024","10:39:46","AUCKLAND CENTRAL AUCKLAND",NA,"Grey Lynn, Auckland City","7100: FALSE ALARM (SPRNKLR)"
"North","F3944109","27/03/2024","10:48:58","MOUNT MAUNGANUI TAURANGA CITY",NA,"Mount Maunganui, Tauranga, Greerton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3944132","27/03/2024","11:10:15","ALBANY AUCKLAND",NA,"East Coast Bays, Albany","7100: FALSE ALARM (STRU)"
"North","F3944134","27/03/2024","11:12:56","MORRINSVILLE MATAMATA-PIAKO DISTRICT",NA,"Morrinsville","1100: STRUCTURE FIRE (STRU)"
"North","F3944156","27/03/2024","11:31:07","GLEN EDEN AUCKLAND",NA,"Glen Eden","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3944168","27/03/2024","11:54:30","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell, Grey Lynn","7100: FALSE ALARM (STRU)"
"North","F3944182","27/03/2024","12:13:35","FLAT BUSH AUCKLAND",NA,"Otara","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3944184","27/03/2024","12:17:17","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Auckland City","7100: FALSE ALARM (SPRNKLR)"
"North","F3944193","27/03/2024","12:22:13","PUKENUI FAR NORTH DISTRICT",NA,"Houhora","1500: MISCELLANEOUS FIRE (VEG)"
"North","F3944202","27/03/2024","12:40:51","OPOTIKI OPOTIKI DISTRICT",NA,"Opotiki","7100: FALSE ALARM (STRU)"
"North","F3944204","27/03/2024","12:41:50","WAIPUNGA TAUPO DISTRICT",NA,"Taupo, Lake Taupo","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"North","F3944224","27/03/2024","13:11:27","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell, Grey Lynn","7100: FALSE ALARM (STRU)"
"North","F3944248","27/03/2024","13:35:45","ROSEDALE AUCKLAND",NA,"Albany, Takapuna","7100: FALSE ALARM (STRU)"
"North","F3944250","27/03/2024","13:39:06","EPSOM AUCKLAND",NA,"Auckland City","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"North","F3944261","27/03/2024","13:46:44","MAKOMAKO WAIKATO DISTRICT",NA,"Kawhia","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"North","F3944266","27/03/2024","13:52:59","EAST TAMAKI HEIGHTS AUCKLAND",NA,"Otara, Papatoetoe","7100: FALSE ALARM (SPRNKLR)"
"North","F3944270","27/03/2024","13:55:25","EDEN TERRACE AUCKLAND",NA,"Auckland City, Parnell","7100: FALSE ALARM (STRU)"
"North","F3944287","27/03/2024","14:08:00","WELLSFORD AUCKLAND",NA,"Wellsford","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3944297","27/03/2024","14:13:43","TURANGI TAUPO DISTRICT",NA,"Turangi, Southern Lakes","1100: STRUCTURE FIRE (STRU)"
"North","F3944301","27/03/2024","14:19:51","CHATSWOOD AUCKLAND",NA,"Birkenhead","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3944307","27/03/2024","14:27:11","FAVONA AUCKLAND",NA,"Mangere, Ellerslie","7100: FALSE ALARM (STRU)"
"North","F3944314","27/03/2024","14:40:13","SILVERDALE AUCKLAND",NA,"Silverdale","7100: FALSE ALARM (STRU)"
"North","F3944332","27/03/2024","14:59:41","HAMURANA ROTORUA DISTRICT",NA,"Ngongotaha, Rotorua","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"North","F3944335","27/03/2024","15:00:59","MOUNT WELLINGTON AUCKLAND",NA,"Saint Heliers, Mount Wellington","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"North","F3944348","27/03/2024","15:24:08","RUSSELL FAR NORTH DISTRICT",NA,"Russell","1300: VEGETATION FIRE (VEG)"
"North","F3944349","27/03/2024","15:26:31","PENROSE AUCKLAND",NA,"Ellerslie, Onehunga, Otahuhu","7100: FALSE ALARM (STRU)"
"North","F3944356","27/03/2024","15:35:04","TOKOROA SOUTH WAIKATO DISTRICT",NA,"Tokoroa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3944362","27/03/2024","15:35:27","TURANGI TAUPO DISTRICT",NA,"Turangi","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3944367","27/03/2024","15:40:41","WAIUKU AUCKLAND",NA,"Waiuku","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3944374","27/03/2024","15:53:23","WHANGAMATA THAMES-COROMANDEL DISTRICT",NA,"Whangamata","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"North","F3944378","27/03/2024","15:55:37","MOUNT MAUNGANUI TAURANGA CITY",NA,"Mount Maunganui","7100: FALSE ALARM (STRU)"
"North","F3944389","27/03/2024","16:08:51","MURIWAI AUCKLAND",NA,"Kumeu","7100: FALSE ALARM (STRU)"
"North","F3944396","27/03/2024","16:29:53","PAUANUI THAMES-COROMANDEL DISTRICT",NA,"Pauanui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3944407","27/03/2024","16:46:44","WAIRAU VALLEY AUCKLAND",NA,"Takapuna","7100: FALSE ALARM (STRU)"
"North","F3944411","27/03/2024","16:55:45","NEWMARKET AUCKLAND",NA,"Auckland City, Parnell","7100: FALSE ALARM (SPRNKLR)"
"North","F3944414","27/03/2024","16:59:56","ELLERSLIE AUCKLAND",NA,"Ellerslie","7100: FALSE ALARM (MIN)"
"North","F3944422","27/03/2024","17:11:53","HILLCREST HAMILTON CITY",NA,"Hamilton, Chartwell","7100: FALSE ALARM (STRU)"
"North","F3944423","27/03/2024","17:14:30","STANMORE BAY AUCKLAND",NA,"Silverdale","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3944424","27/03/2024","17:16:44","WHITFORD AUCKLAND",NA,"Howick","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"North","F3944431","27/03/2024","17:35:08","SILVERDALE AUCKLAND",NA,"Silverdale","7100: FALSE ALARM (STRU)"
"North","F3944446","27/03/2024","18:07:46","ALBANY AUCKLAND",NA,"Albany, East Coast Bays","7100: FALSE ALARM (STRU)"
"North","F3944447","27/03/2024","18:09:31","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell","7100: FALSE ALARM (SPRNKLR)"
"North","F3944450","27/03/2024","18:17:34","WESTGATE AUCKLAND",NA,"West Harbour","7100: FALSE ALARM (STRU)"
"North","F3944472","27/03/2024","19:24:40","NGARUAWAHIA WAIKATO DISTRICT",NA,"Ngaruawahia, Huntly","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3944481","27/03/2024","19:35:10","BUCKLANDS BEACH AUCKLAND",NA,"Howick","1500: MISCELLANEOUS FIRE (MVC)"
"North","F3944509","27/03/2024","20:19:30","PAPAKURA AUCKLAND",NA,"Papakura, Manurewa","1100: STRUCTURE FIRE (STRU)"
"North","F3944518","27/03/2024","20:46:14","HIKURANGI WHANGAREI DISTRICT",NA,"Hikurangi","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3944523","27/03/2024","21:14:11","WATERVIEW AUCKLAND",NA,"Avondale","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"North","F3944525","27/03/2024","21:23:29","WAITAO WESTERN BAY OF PLENTY DISTRICT",NA,"Papamoa, Te Puke","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3944530","27/03/2024","21:42:07","PAKURANGA AUCKLAND",NA,"Mount Wellington","7100: FALSE ALARM (MIN)"
"North","F3944532","27/03/2024","21:46:45","HATFIELDS BEACH AUCKLAND",NA,"Silverdale","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (VEG)"
"North","F3944537","27/03/2024","21:55:33","KUMEU AUCKLAND",NA,"Kumeu","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3944542","27/03/2024","22:13:43","GLENDOWIE AUCKLAND",NA,"Saint Heliers, Mount Wellington, Remuera, Parnell, Balmoral","1100: STRUCTURE FIRE (STRU)"
"North","F3944548","27/03/2024","22:40:22","WAIHEKE ISLAND AUCKLAND",NA,"Onetangi, Oneroa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3944551","27/03/2024","22:54:26","OTAHUHU AUCKLAND",NA,"Otahuhu","7100: FALSE ALARM (STRU)"
"North","F3944552","27/03/2024","23:07:04","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell, Grey Lynn","7100: FALSE ALARM (STRU)"
"North","F3943855","27/03/2024","00:42:40","SILVERSTREAM UPPER HUTT CITY",NA,"Silverstream","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3943860","27/03/2024","01:23:07","MOUNT COOK WELLINGTON CITY",NA,"Brooklyn, Wellington City, Newtown","7100: FALSE ALARM (STRU)"
"North","F3943863","27/03/2024","01:45:12","SILVERSTREAM UPPER HUTT CITY",NA,"Silverstream","7100: FALSE ALARM (MIN)"
"North","F3943870","27/03/2024","02:27:25","TITAHI BAY PORIRUA CITY",NA,"Porirua","7100: FALSE ALARM (STRU)"
"North","F3943871","27/03/2024","02:29:57","TOMOANA HASTINGS DISTRICT",NA,"Hastings","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3943874","27/03/2024","03:06:10","MANGAPAPA GISBORNE DISTRICT",NA,"Gisborne","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3943876","27/03/2024","03:36:21","NAENAE LOWER HUTT CITY",NA,"Avalon","7100: FALSE ALARM (STRU)"
"North","F3943884","27/03/2024","04:47:52","PORIRUA CITY CENTRE PORIRUA CITY",NA,"Porirua","7100: FALSE ALARM (STRU)"
"North","F3943890","27/03/2024","05:33:33","HAWERA SOUTH TARANAKI DISTRICT",NA,"Hawera","7100: FALSE ALARM (STRU)"
"North","F3943895","27/03/2024","06:23:12","TRENTHAM UPPER HUTT CITY",NA,"Remutaka","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3943898","27/03/2024","06:35:14","TOLAGA BAY GISBORNE DISTRICT",NA,"Tolaga Bay","1100: STRUCTURE FIRE (STRU)"
"North","F3943900","27/03/2024","06:47:18","EGMONT VILLAGE NEW PLYMOUTH DISTRICT",NA,"Inglewood, New Plymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3943909","27/03/2024","07:05:28","HATAITAI WELLINGTON CITY",NA,"Kilbirnie, Newtown, Wellington City","7100: FALSE ALARM (STRU)"
"North","F3943931","27/03/2024","07:47:37","FEILDING MANAWATU DISTRICT",NA,"Feilding","1100: STRUCTURE FIRE (STRU)"
"North","F3943936","27/03/2024","07:56:17","TAKARO PALMERSTON NORTH CITY",NA,"Palmerston North","7100: FALSE ALARM (MIN)"
"North","F3943939","27/03/2024","07:58:56","PAPARANGI WELLINGTON CITY",NA,"Johnsonville","1300: VEGETATION FIRE (VEG)"
"North","F3943960","27/03/2024","08:25:14","NAPIER SOUTH NAPIER CITY",NA,"Napier","7100: FALSE ALARM (STRU)"
"North","F3943988","27/03/2024","09:01:00","NAENAE LOWER HUTT CITY",NA,"Avalon, Trentham, Wellington City, Remutaka VFB, Remutaka, Wainuiomata Bush, Palmerston North, Seaview","1300: VEGETATION FIRE (VEG)"
"North","F3944006","27/03/2024","09:19:37","MAHORA HASTINGS DISTRICT",NA,"Hastings","7100: FALSE ALARM (HAZ)"
"North","F3944012","27/03/2024","09:24:00","MOUNT BRUCE TARARUA DISTRICT",NA,"Eketahuna","7100: FALSE ALARM (STRU)"
"North","F3944065","27/03/2024","10:10:09","FEATHERSTON SOUTH WAIRARAPA DISTRICT",NA,"Featherston","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT2)"
"North","F3944071","27/03/2024","10:17:43","TIKITIKI GISBORNE DISTRICT",NA,"Tikitiki, Ruatoria, Hicks Bay","1100: STRUCTURE FIRE (STRU)"
"North","F3944112","27/03/2024","10:52:13","HUTT CENTRAL LOWER HUTT CITY",NA,"Seaview, Johnsonville","7100: FALSE ALARM (SPRNKLR)"
"North","F3944115","27/03/2024","10:53:12","UPPER HUTT CENTRAL UPPER HUTT CITY",NA,"Remutaka","7100: FALSE ALARM (STRU)"
"North","F3944144","27/03/2024","11:21:06","TE ARO WELLINGTON CITY",NA,"Wellington City, Brooklyn, Newtown","1100: STRUCTURE FIRE (STRU)"
"North","F3944146","27/03/2024","11:24:57","HOKOWHITU PALMERSTON NORTH CITY",NA,"Palmerston North","7100: FALSE ALARM (STRU)"
"North","F3944148","27/03/2024","11:26:54","KAI IWI WHANGANUI DISTRICT",NA,"Whanganui","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3944162","27/03/2024","11:47:36","NAPIER SOUTH NAPIER CITY",NA,"Napier","7100: FALSE ALARM (STRU)"
"North","F3944171","27/03/2024","11:58:29","FEILDING MANAWATU DISTRICT",NA,"Feilding","7100: FALSE ALARM (STRU)"
"North","F3944174","27/03/2024","11:58:55","AWAPUNI PALMERSTON NORTH CITY",NA,"Palmerston North","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3944221","27/03/2024","13:07:54","BERHAMPORE WELLINGTON CITY",NA,"Newtown, Brooklyn","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3944236","27/03/2024","13:16:47","GLENGARRY HASTINGS DISTRICT",NA,"Napier","1300: VEGETATION FIRE (VEG)"
"North","F3944249","27/03/2024","13:38:40","ALICETOWN LOWER HUTT CITY",NA,"Seaview, Avalon","7100: FALSE ALARM (SPRNKLR)"
"North","F3944262","27/03/2024","13:49:33","MOUNT VICTORIA WELLINGTON CITY",NA,"Wellington City, Brooklyn, Newtown","7100: FALSE ALARM (STRU)"
"North","F3944267","27/03/2024","13:54:54","HUTT CENTRAL LOWER HUTT CITY",NA,"Avalon, Seaview","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"North","F3944269","27/03/2024","13:54:24","PALMERSTON NORTH PALMERSTON NORTH CITY",NA,"Palmerston North","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3944277","27/03/2024","14:02:09","LEVIN HOROWHENUA DISTRICT",NA,"Levin","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"North","F3944279","27/03/2024","14:03:27","AWAPUNI PALMERSTON NORTH CITY",NA,"Palmerston North","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3944338","27/03/2024","15:07:44","NAPIER SOUTH NAPIER CITY",NA,"Napier","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3944352","27/03/2024","15:30:35","UPPER HUTT CENTRAL UPPER HUTT CITY",NA,"Remutaka, Trentham","7100: FALSE ALARM (STRU)"
"North","F3944384","27/03/2024","16:01:24","MAYFAIR HASTINGS DISTRICT",NA,"Hastings","1100: STRUCTURE FIRE (STRU)"
"North","F3944388","27/03/2024","16:07:56","PALMERSTON NORTH PALMERSTON NORTH CITY",NA,"Milson","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT2)"
"North","F3944395","27/03/2024","16:27:50","PAKIPAKI HASTINGS DISTRICT",NA,"Hastings","1100: STRUCTURE FIRE (STRU)"
"North","F3944397","27/03/2024","16:29:35","LYALL BAY WELLINGTON CITY",NA,"Kilbirnie","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3944410","27/03/2024","16:53:02","OTAKI KAPITI COAST DISTRICT",NA,"Otaki","7100: FALSE ALARM (SPRNKLR)"
"North","F3944421","27/03/2024","17:11:03","FLAXMERE HASTINGS DISTRICT",NA,"Hastings","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3944425","27/03/2024","17:18:30","OTAKI BEACH KAPITI COAST DISTRICT",NA,"Otaki","1300: VEGETATION FIRE (VEG)"
"North","F3944429","27/03/2024","17:28:57","FLAXMERE HASTINGS DISTRICT",NA,"Hastings","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3944433","27/03/2024","17:40:29","JOHNSONVILLE WELLINGTON CITY",NA,"Johnsonville","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (RESC)"
"North","F3944437","27/03/2024","17:50:57","PAPAKOWHAI PORIRUA CITY",NA,"Porirua","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3944443","27/03/2024","18:03:01","TE HAPARA GISBORNE DISTRICT",NA,"Gisborne","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3944452","27/03/2024","18:34:42","HALCOMBE MANAWATU DISTRICT",NA,"Halcombe, Feilding, Manawatu","1300: VEGETATION FIRE (VEG)"
